,SECID,SECNAME,SHORTNAME,COUPONVALUE,COUPONPERCENT,MATDATE,NEXTCOUPON,STATUS,FACEVALUE,DELTA
1245,RU000A102L79,Минфин Челябинской обл 35003,Челяб35003,14.96,6.0,2027-12-17,2023-03-24,A,1000.0,4 years 11 months
1244,RU000A102L61,Минфин Челябинской обл 35002,Челяб35002,14.96,6.0,2027-12-17,2023-03-24,A,1000.0,4 years 11 months
1188,RU000A102FV5,Минфин Челябинской обл 35001,Челяб35001,14.96,6.0,2027-11-30,2023-03-07,A,1000.0,4 years 11 months
316,RU000A0JXS59,Почта России (АО) БО-001P-03,ПочтаРБ1P3,29.92,6.0,2027-05-19,2023-05-24,A,1000.0,4 years 4 months
1120,RU000A102A15,Санкт-Петербург обл. 35003,СПбГО35003,30.17,6.05,2027-04-13,2023-04-18,A,1000.0,4 years 3 months
774,RU000A101DD0,Россельхозбанк АО БО-02R-Р,РСХБ Б02RP,5.14,6.05,2023-01-25,2022-12-25,A,1000.0,1 months
1003,RU000A101Z17,Свердловская область 35008,СвердлОбл8,15.21,6.1,2027-07-29,2023-01-26,A,1000.0,4 years 7 months
1162,RU000A102DS6,Нижегородская область 35015,НижгорОб15,15.21,6.1,2026-05-27,2023-02-21,A,1000.0,3 years 5 months
300,RU000A0JXP45,ГПБ (АО) БО-16,ГПБ БО-16,30.42,6.1,2024-04-18,2023-04-18,A,1000.0,1 years 3 months
878,RU000A101PU8,Трансмашхолдинг АО ПБО-05,ТрансмхПБ5,30.42,6.1,2025-05-21,2023-05-24,A,1000.0,2 years 4 months
1186,RU000A102FS1,АФК Система БО 001P-16,Систем1P16,15.21,6.1,2030-11-25,2023-03-06,A,1000.0,7 years 11 months
1236,RU000A102KN2,Калининградская область 35003,КалинОбл20,15.21,6.1,2027-06-16,2023-03-22,A,1000.0,4 years 5 months
930,RU000A101T64,Славнефть БО 001Р-01,Славнеф1Р1,15.21,6.1,2030-06-04,2023-03-14,A,1000.0,7 years 5 months
1127,RU000A102AJ1,Промсвязьбанк 003P-03,Промсвб3P3,30.42,6.1,2023-10-26,2023-04-27,A,1000.0,10 months
440,RU000A0ZYU21,АЛЬФА-БАНК АО БО-40,АЛЬФА БО40,30.83,6.15,2033-03-04,2023-02-25,A,1000.0,10 years 2 months
796,RU000A101FY1,ПАО Россети Моск.рег. БО1Р02,РСетиМР1P2,30.67,6.15,2025-02-14,2023-02-17,A,1000.0,2 years 1 months
929,RU000A101T56,РОСЭКСИМБАНК 002P-02,РСЭКСМБ2Р2,30.67,6.15,2030-06-04,2023-06-13,A,1000.0,7 years 5 months
1210,RU000A102H34,Ставропольский край 35004,СтаврКрай4,15.46,6.2,2027-12-14,2023-03-14,A,1000.0,4 years 11 months
776,RU000A101DF5,Россети Ленэнерго ПАО БО-04,РСетиЛЭБО4,30.92,6.2,2025-01-29,2023-02-01,A,1000.0,2 years 1 months
902,RU000A101RJ7,Межд.Банк Эк.Сотруд. 001P-02,МБЭС 1P-02,30.92,6.2,2030-06-03,2023-06-12,A,1000.0,7 years 5 months
775,RU000A101DE8,Россети Ленэнерго ПАО БО-03,РСетиЛЭБО3,30.92,6.2,2025-01-29,2023-02-01,A,1000.0,2 years 1 months
1059,RU000A1024W4,ГруппаЧеркизово БО-001Р-03,ЧеркизБ1P3,15.46,6.2,2024-03-15,2023-03-17,A,1000.0,1 years 2 months
818,RU000A101HJ8,Магнит ПАО БО-002Р-01,Магнит2Р01,30.92,6.2,2023-03-02,2023-03-02,A,1000.0,2 months
802,RU000A101GJ0,Газпром нефть БО 003Р-03R,Газпнф3P3R,15.46,6.2,2025-02-20,2023-02-23,A,1000.0,2 years 1 months
1967,XS1760804184,Republic of Belarus 28/02/30,BLR-30,31.0,6.2,2030-02-28,2023-02-28,A,1000.0,7 years 2 months
1289,RU000A102S80,АЛЬФА-БАНК Б2Р10,АЛЬФАБ2Р10,31.08,6.2,2024-02-22,2023-02-21,A,1000.0,1 years 2 months
237,RU000A0JWRV9,Мобильные ТелеСистемы ПАО БО-2,МТС БО-02,31.16,6.25,2031-08-15,2023-02-24,A,1000.0,8 years 7 months
60,RU000A0JU6A1,"""Россельхозбанк"" (АО) обл.22",РСХБ 22,31.16,6.25,2023-09-18,2023-03-20,A,1000.0,8 months
1273,RU000A102R73,ПАО ОТКРЫТИЕ ФК Банк БО-П07,ОткрФКБП07,31.16,6.25,2026-02-06,2023-02-10,A,1000.0,3 years 1 months
790,RU000A101FC7,Ростелеком ПАО 002P-03R,Ростел2P3R,31.16,6.25,2023-02-14,2023-02-14,A,1000.0,1 months
1106,RU000A102960,РН БАНК АО БО-001Р-07,РН БАНК1Р7,31.34,6.25,2023-10-24,2023-04-24,A,1000.0,10 months
1147,RU000A102CT6,Свердловская область 35009,СвердлОбл9,15.58,6.25,2027-11-17,2023-02-15,A,1000.0,4 years 10 months
1099,RU000A1028G8,Ростелеком ПАО 002P-05R,Ростел2P5R,31.41,6.3,2025-10-08,2023-04-12,A,1000.0,2 years 9 months
760,RU000A101C89,Сбербанк ПАО 001Р-SBER15,Сбер Sb15R,31.41,6.3,2024-01-22,2023-01-23,A,1000.0,1 years 0 months
897,RU000A101R33,Лента ООО БО-001P-04,Лента Б1P4,31.41,6.3,2023-05-31,2023-05-31,A,1000.0,5 months
259,RU000A0JWYQ5,"АФК ""Система"" ПАО БО 001P-04",СистемБ1P4,31.66,6.35,2026-10-30,2023-05-05,A,1000.0,3 years 10 months
1255,RU000A102M29,Проект-Град БО-01,ПрГрад Б01,31.66,6.35,2023-12-26,2022-12-27,A,1000.0,1 years 0 months
988,RU000A101XN7,АФК Система БО 001P-14,Систем1P14,15.83,6.35,2030-07-10,2023-01-18,A,1000.0,7 years 6 months
1999,XS2120882183,Republic of Belarus 24/02/31,BLR-31,31.89,6.378,2031-02-24,2023-02-24,A,1000.0,8 years 2 months
1253,RU000A102LU5,ГПБ (АО) БО 001Р-20Р,ГПБ001P20P,32.09,6.4,2030-12-28,2022-12-28,A,1000.0,8 years 0 months
1249,RU000A102LD1,ГруппаЧеркизово БО-001Р-04,ЧеркизБ1P4,15.96,6.4,2025-12-19,2023-03-24,A,1000.0,2 years 12 months
143,RU000A0JVC59,ПАО ОТКРЫТИЕ ФК Банк БО-П01,ОткрФКБОП1,32.26,6.4,2023-04-16,2023-04-16,A,1000.0,3 months
804,RU000A101GR3,ПАО ОТКРЫТИЕ ФК Банк БО-П06,ОткрФКБП6,31.91,6.4,2025-02-25,2023-02-28,A,1000.0,2 years 2 months
973,RU000A101WE8,ВЭБ.РФ ПБО-001Р-20,ВЭБ1P-20,31.91,6.4,2025-11-11,2023-05-16,A,1000.0,2 years 10 months
1256,RU000A102M37,Правительство УдмуртскойР34008,ПрУдмР08,15.96,6.4,2025-12-28,2022-12-27,A,1000.0,3 years 0 months
1284,RU000A102RT4,Промсвязьбанк 003P-04,ПСБ 3P-04,31.91,6.4,2024-02-14,2023-02-15,A,1000.0,1 years 1 months
294,RU000A0JXLR8,ПАО ОТКРЫТИЕ ФК Банк БО-П03,ОткрФКБОП3,32.26,6.4,2023-04-10,2023-04-10,A,1000.0,3 months
1208,RU000A102GY7,Хэдхантер 001P-01R,iХэдХ1P01R,16.08,6.45,2023-12-11,2023-03-13,A,1000.0,11 months
1161,RU000A102DR8,Омская область 35004,ОмскОб20,16.08,6.45,2025-11-24,2023-02-21,A,1000.0,2 years 11 months
38,RU000A0JTTA5,Мобильные ТелеСистемы ПАО БО-1,МТС БО-01,32.41,6.5,2023-03-22,2023-03-22,A,1000.0,2 months
876,RU000A101PP8,Совкомбанк FIZL2,СовкмFIZL2,16.21,6.5,2023-05-22,2023-02-20,A,1000.0,4 months
854,RU000A101MG4,Российские сети ПАО БО-001Р-02,РоссетБ1Р2,16.21,6.5,2025-04-24,2023-01-26,A,1000.0,2 years 4 months
283,RU000A0JX5W4,Альфа-Банк АО обл. БО-18,АльфаБО-18,32.41,6.5,2032-01-05,2023-01-16,A,1000.0,9 years 0 months
849,RU000A101LX1,ФСК Россети ПАО БО 001P-05R,ФСК РС1Р5,16.21,6.5,2035-04-11,2023-01-25,A,1000.0,12 years 3 months
297,RU000A0JXMP0,Почта России (АО) БО-04,ПочтаРосБ4,32.41,6.5,2027-03-22,2023-03-27,A,1000.0,4 years 2 months
912,RU000A101S81,РУСАЛ Братск БО-002P-01,РУСАБрБ2P1,16.21,6.5,2030-05-28,2023-03-07,A,1000.0,7 years 5 months
705,RU000A1011Q3,Новосибирская область об. 20,Новосиб 20,16.21,6.5,2024-11-13,2023-01-14,A,1000.0,1 years 10 months
1312,RU000A102VL3,"МТС 001P-18, социальные",МТС 18соц.,32.41,6.5,2024-03-22,2023-03-24,A,1000.0,1 years 2 months
204,RU000A0JWBP5,"АО ""ПКТ"" обл. 03",ПКТ 03,32.41,6.5,2026-03-18,2023-03-22,A,1000.0,3 years 2 months
130,RU000A0JV805,"""Россельхозбанк"" (АО) БО-08",РСХБ БО8,16.21,6.5,2025-01-29,2023-02-01,A,1000.0,2 years 1 months
54,RU000A0JU0U2,Национальный стандарт Банк Б-2,НацСтдБО-2,32.77,6.5,2023-07-18,2023-01-18,A,1000.0,6 months
783,RU000A101EF3,МЕТАЛЛОИНВЕСТ БО-04,МЕТАЛИНБ04,32.66,6.55,2030-01-30,2023-02-08,A,1000.0,7 years 1 months
1337,RU000A1030S9,Гор.Обл.Займ Москвы 72 в.,МГор72-об,32.66,6.55,2024-04-23,2023-04-25,A,1000.0,1 years 4 months
905,RU000A101RV2,Республика Казахстан 07,Казахст07,32.66,6.55,2027-09-15,2023-03-22,A,1000.0,4 years 8 months
1191,RU000A102G50,Восточная Стивидор.Ком 1P-01R,ВСК 1P-01R,32.66,6.55,2025-12-03,2023-06-07,A,1000.0,2 years 11 months
932,RU000A101TB0,ВЭБ.РФ ПБО-001Р-19,ВЭБ 1P-19,32.86,6.59,2027-06-10,2023-06-15,A,1000.0,4 years 5 months
881,RU000A101Q26,АФК Система БО 001P-13,Систем1P13,32.91,6.6,2030-05-15,2023-05-24,A,1000.0,7 years 4 months
862,RU000A101NG2,Мобильные ТелеСистемы 001P-15,МТС 1P-15,16.45,6.6,2026-11-05,2023-02-09,A,1000.0,3 years 10 months
863,RU000A101NH0,Мобильные ТелеСистемы 001P-16,МТС 1P-16,16.45,6.6,2027-05-06,2023-02-09,A,1000.0,4 years 4 months
1263,RU000A102MR9,ГСП-Финанс БО-01,ГСП-Ф БО01,16.45,6.6,2023-12-27,2022-12-28,A,1000.0,1 years 0 months
1102,RU000A1028T1,ФСК Россети ПАО БО 001P-02R,ФСК РС1Р2,16.45,6.6,2035-10-02,2023-01-17,A,1000.0,12 years 9 months
793,RU000A101FH6,Мобильные ТелеСистемы 001P-14,МТС 1P-14,16.45,6.6,2027-02-11,2023-02-16,A,1000.0,4 years 1 months
945,RU000A101U61,Минфин Ульяновской обл. 35002,Ульоб35002,32.91,6.6,2027-06-25,2022-12-30,A,1000.0,4 years 6 months
1165,RU000A102E52,Почта России БО-001P-09,ПочтаРБ1P9,32.91,6.6,2030-11-13,2023-05-24,A,1000.0,7 years 10 months
952,RU000A101UR4,Башкирская содовая 001Р-02,БСК 1Р-02,16.45,6.6,2025-06-24,2022-12-27,A,1000.0,2 years 6 months
948,RU000A101UE2,РОСЭКСИМБАНК 002P-03,РСЭКСМБ2Р3,33.11,6.64,2030-06-17,2022-12-26,A,1000.0,7 years 5 months
94,RU000A0JUMH3,ГПБ (АО) БО-08,ГПБ БО-08,32.98,6.65,2024-05-23,2023-05-23,A,1000.0,1 years 5 months
1283,RU000A102RS6,Сбербанк ПАО 001Р-SBER24,Сбер Sb24R,33.16,6.65,2023-10-06,2023-04-07,A,1000.0,9 months
792,RU000A101FG8,Ростелеком ПАО 002P-02R,Ростел2P2R,33.16,6.65,2027-02-10,2023-02-15,A,1000.0,4 years 1 months
1239,RU000A102KT9,Адм. города Краснодар 34003,Краснод 20,16.7,6.7,2025-12-23,2023-03-23,A,1000.0,3 years 0 months
1049,RU000A1023K1,АФК Система БО 001P-15,Систем1P15,33.41,6.7,2030-08-26,2023-03-06,A,1000.0,7 years 8 months
1107,RU000A102986,СУЭК-Финанс 001Р-06R,СУЭК-Ф1P6R,33.41,6.7,2030-10-10,2023-04-20,A,1000.0,7 years 9 months
919,RU000A101SM9,КАМАЗ ПАО БО-П07,КАМАЗ БОП7,16.7,6.7,2023-06-07,2023-03-08,A,1000.0,5 months
735,RU000A1016N9,Свердловская область 06,СвердлОбл6,16.7,6.7,2026-12-15,2023-03-14,A,1000.0,3 years 11 months
853,RU000A101MC3,Магнит ПАО БО-002Р-02,Магнит2Р02,33.41,6.7,2023-04-26,2023-04-26,A,1000.0,4 months
1055,RU000A1024L7,Томская область 2020,Томскобл20,16.52,6.7,2027-07-23,2023-02-14,A,1000.0,4 years 7 months
463,RU000A0ZZ2A5,ДелоПортс ООО БО 001P-02,ДелПорт1P2,33.66,6.75,2025-04-01,2023-04-04,A,1000.0,2 years 3 months
1187,RU000A102FT9,АФК Система БО 001P-17,Систем1P17,33.66,6.75,2030-11-25,2023-06-05,A,1000.0,7 years 11 months
697,RU000A1010M4,РЖД ОАО БО 001Р-17R,РЖД 1Р-17R,33.66,6.75,2025-11-03,2023-05-08,A,1000.0,2 years 10 months
16,RU000A0JS6M0,РОСБАНК ПАО обл. БО-05,РосбанкБО5,33.66,6.75,2023-10-21,2023-04-21,A,1000.0,10 months
801,RU000A101GG6,Банк ЗЕНИТ ПАО БО-001Р-07,ЗЕНИТБО1Р7,33.66,6.75,2023-02-23,2023-02-23,A,1000.0,2 months
70,RU000A0JUAH8,"""Российские ЖД"" ОАО 30 обл.",РЖД-30 обл,33.66,6.75,2028-11-07,2023-05-16,A,1000.0,5 years 10 months
1214,RU000A102HB3,РОСНАНО АО БО-002P-05,РОСНАНО2P5,33.66,6.75,2023-12-12,2023-06-13,A,1000.0,11 months
835,RU000A101KK0,РОСНАНО АО БО-002P-04,РОСНАНО2P4,17.01,6.75,2024-03-26,2023-03-24,A,1000.0,1 years 3 months
732,RU000A101665,Нижегородская область 35014,НижгорОб14,16.83,6.75,2025-06-14,2023-03-10,A,1000.0,2 years 5 months
850,RU000A101LY9,Ростелеком ПАО 002P-04R,Ростел2P4R,33.66,6.75,2023-04-21,2023-04-21,A,1000.0,3 months
860,RU000A101MZ4,Международн.инвест.банк БО1P-4,МежИнБ01P4,16.83,6.75,2023-05-16,2023-02-14,A,1000.0,4 months
764,RU000A101CL5,ФСК Россети ПАО БО 001P-04R,ФСК РС1Р4,16.83,6.75,2035-01-11,2023-01-26,A,1000.0,12 years 0 months
723,RU000A101574,ЕАБР БО 001Р-05,ЕАБР 1Р-05,33.91,6.8,2023-06-09,2023-06-09,A,1000.0,5 months
1179,RU000A102F85,ПАО ЧТПЗ 001P-06,ЧТПЗ 1P6,16.95,6.8,2023-11-28,2023-02-28,A,1000.0,11 months
794,RU000A101FK0,РНКБ 01,РНКБ 01,33.91,6.8,2023-02-16,2023-02-16,A,1000.0,1 months
1937,XS0559915961,VEB FINANCE LIMITED 6.8 22/11/,VEB FIN-25,34.0,6.8,2025-11-22,2023-05-22,A,1000.0,2 years 11 months
39,RU000A0JTU85,"""Российские ЖД"" ОАО 28 обл.",РЖД-28 обл,33.91,6.8,2028-03-21,2023-03-28,A,1000.0,5 years 2 months
747,RU000A1018M7,СОПФ ФПФ 01,СОПФ ФПФ 1,17.24,6.84,2026-12-25,2023-01-15,A,1000.0,4 years 0 months
692,RU000A100ZK0,Мобильные ТелеСистемы 001P-12,МТС 1P-12,17.08,6.85,2023-10-26,2023-01-26,A,1000.0,10 months
809,RU000A101GZ6,Уралкалий ПАО ПБО-06-P,УрКаПБО6P,34.16,6.85,2025-02-25,2023-02-28,A,1000.0,2 years 2 months
315,RU000A0JXRV7,Альфа-Банк АО обл. БО-20,АльфаБО-20,34.16,6.85,2032-05-11,2023-05-23,A,1000.0,9 years 4 months
1232,RU000A102K39,РЕСО-Лизинг ООО БО-П-08,РЕСОЛизБП8,34.16,6.85,2030-12-09,2023-06-19,A,1000.0,7 years 11 months
111,RU000A0JV0U1,Альфа-Банк АО обл. БО-15,АльфаБО-15,34.16,6.85,2029-11-13,2023-05-23,A,1000.0,6 years 10 months
1242,RU000A102KZ6,ГСП-Финанс 01,ГСП-Ф 01,17.08,6.85,2023-12-21,2023-03-23,A,1000.0,12 months
1279,RU000A102RF3,ХКФ Банк БО-07,ХКФБанкБ07,17.08,6.85,2026-02-06,2023-02-10,A,1000.0,3 years 1 months
700,RU000A101137,Газпром нефть БО 003Р-01R,Газпнф3P1R,17.08,6.85,2024-11-05,2023-02-07,A,1000.0,1 years 10 months
1272,RU000A102R40,РЖД БО 001Р-22R,РЖД 1Р-22R,34.16,6.85,2027-07-05,2023-01-09,A,1000.0,4 years 6 months
1268,RU000A102QP4,РЖД БО 001Р-21R,РЖД 1Р-21R,34.16,6.85,2027-06-11,2023-06-16,A,1000.0,4 years 5 months
695,RU000A1010B7,Транснефть ПАО БО-001P-13,ТрнфБО1P13,34.16,6.85,2026-10-30,2023-05-05,A,1000.0,3 years 10 months
261,RU000A0JWZY6,"АФК ""Система"" ПАО БО-001P-05",СистемБ1P5,17.08,6.85,2026-11-13,2023-02-17,A,1000.0,3 years 10 months
722,RU000A101541,Ростелеком ПАО 002P-01R,Ростел2P1R,34.16,6.85,2025-11-27,2023-06-01,A,1000.0,2 years 11 months
1957,XS1634369067,Republic of Belarus 28/02/23,BLR-23,34.38,6.875,2023-02-28,2023-02-28,A,1000.0,2 months
708,RU000A1012B3,Федерал пассажир комп 001Р-07,ФПК 1P-07,34.41,6.9,2029-11-05,2023-05-15,A,1000.0,6 years 10 months
710,RU000A101350,ГПБ (АО) БО 001Р-14Р,ГПБ001P14P,34.22,6.9,2024-11-22,2023-05-22,A,1000.0,1 years 11 months
738,RU000A101780,РОСЭКСИМБАНК 002P-01,РСЭКСМБ2Р1,34.41,6.9,2029-12-06,2023-06-15,A,1000.0,6 years 11 months
432,RU000A0ZYQY7,"АФК ""Система"" ПАО БО-001P-07",СистемБ1P7,34.41,6.9,2028-01-21,2023-01-27,A,1000.0,5 years 0 months
765,RU000A101CQ4,СУЭК-Финанс 001Р-05R,СУЭК-Ф1P5R,34.41,6.9,2030-01-16,2023-01-25,A,1000.0,7 years 0 months
408,RU000A0ZYJR6,Совкомбанк ПАО обл. БО-05,Совком БО5,34.41,6.9,2027-11-25,2023-06-01,A,1000.0,4 years 11 months
1296,RU000A102SV8,АФК Система БО 001P-18,Систем1P18,17.2,6.9,2031-02-17,2023-02-27,A,1000.0,8 years 1 months
1281,RU000A102RQ0,Сбербанк ПАО 001Р-SBER22,Сбер Sb22R,34.41,6.9,2023-06-19,2023-06-19,A,1000.0,5 months
105,RU000A0JUV81,РОСБАНК ПАО обл.13-ИП,Росбн13ИП,34.41,6.9,2024-10-01,2023-04-01,A,1000.0,1 years 9 months
81,RU000A0JUEE7,ВЭБ-лизинг АО БО-01,ВЭБлизБ01,34.46,6.91,2024-01-16,2023-01-17,A,1000.0,1 years 0 months
701,RU000A1011B5,Краснодарский край 35003 обл.,КраснодКр3,17.33,6.95,2026-11-12,2023-02-09,A,1000.0,3 years 10 months
745,RU000A1018C8,Трансмашхолдинг АО ПБО-04,ТрансмхПБ4,34.65,6.95,2024-12-16,2023-06-19,A,1000.0,1 years 11 months
907,RU000A101RZ3,Республика Казахстан 11,Казахст11,34.9,7.0,2030-09-11,2023-03-22,A,1000.0,7 years 8 months
706,RU000A1011R1,Россельхозбанк АО БО-10Р,РСХБ БО10Р,34.9,7.0,2023-11-10,2023-05-12,A,1000.0,10 months
40,RU000A0JTV50,Об.Кондитеры-Фин.ООО БО-01,ОбКонФ БО1,34.9,7.0,2023-04-03,2023-04-03,A,1000.0,3 months
857,RU000A101MT7,Детский мир ПАО БО-06,ДетМир БО6,34.9,7.0,2027-04-29,2023-05-04,A,1000.0,4 years 4 months
1333,RU000A1030D1,АЛЬФА-БАНК Б2Р11,АЛЬФАБ2Р11,35.1,7.0,2024-04-18,2023-04-18,A,1000.0,1 years 3 months
48,RU000A0JTYN8,ПАО НК Роснефть обл.10,Роснефть10,34.9,7.0,2023-05-30,2023-05-30,A,1000.0,5 months
508,RU000A0ZZS73,Сфера финансов БО-01Р-03,Сферфин1P3,34.9,7.0,2033-05-05,2023-05-18,A,1000.0,10 years 4 months
47,RU000A0JTYM0,ПАО НК Роснефть обл.09,Роснефть09,34.9,7.0,2023-05-30,2023-05-30,A,1000.0,5 months
46,RU000A0JTYL2,ПАО НК Роснефть обл.06,Роснефть06,34.9,7.0,2023-05-30,2023-05-30,A,1000.0,5 months
183,RU000A0JVWB3,"""Россельхозбанк"" (АО) БО-09",РСХБ БО9,17.45,7.0,2025-10-17,2023-01-20,A,1000.0,2 years 9 months
312,RU000A0JXRD5,Почта России (АО) БО-001P-02,ПочтаРБ1P2,35.15,7.05,2027-05-11,2023-05-16,A,1000.0,4 years 4 months
1400,RU000A1036H9,Магнит ПАО БО-002Р-04,Магнит2Р04,35.15,7.05,2024-05-29,2023-05-31,A,1000.0,1 years 5 months
1401,RU000A1036M9,"""Магнит"" ПАО БО-001P-05",Магнит1P05,35.15,7.05,2024-05-29,2023-05-31,A,1000.0,1 years 5 months
682,RU000A100YQ0,ПАО НК Роснефть 002P-09,Роснфт2P9,17.7,7.1,2029-10-11,2023-01-19,A,1000.0,6 years 9 months
584,RU000A100AN7,МОЭК ПАО БО 001Р-02,МОЭК БО1P2,35.4,7.1,2025-04-16,2023-04-19,A,1000.0,2 years 3 months
768,RU000A101D13,Сегежа Групп 001P-01R,Сегежа1P1R,35.4,7.1,2023-01-26,2023-01-26,A,1000.0,1 months
1285,RU000A102RU2,ПАО ЛК Европлан 001P-01,Европлн1Р1,17.7,7.1,2024-08-13,2023-02-14,A,1000.0,1 years 7 months
1979,XS1964558339,CBOM Finance P.L.C. 7.121,CBOM-24,35.61,7.121,2024-06-25,2022-12-25,A,1000.0,1 years 6 months
444,RU000A0ZYUW3,Газпром капитал ООО БО-02,ГазпромКБ2,35.65,7.15,2028-02-15,2023-02-21,A,1000.0,5 years 1 months
1398,RU000A1036E6,АЛЬФА-БАНК Б2Р12,АЛЬФАБ2Р12,35.85,7.15,2024-06-04,2023-06-04,A,1000.0,1 years 5 months
741,RU000A1017J5,Газпром нефть БО 003Р-02R,Газпнф3P2R,17.83,7.15,2029-12-07,2023-03-17,A,1000.0,6 years 11 months
681,RU000A100YF3,МЕТАЛЛОИНВЕСТ БО-03,МЕТАЛИНБ03,35.65,7.15,2029-10-10,2023-04-19,A,1000.0,6 years 9 months
1030,RU000A1021G3,РВК-Инвест 001P-01,РВК-Ин1Р01,35.65,7.15,2030-08-06,2023-02-14,A,1000.0,7 years 7 months
443,RU000A0ZYUV5,Газпром капитал ООО БО-01,ГазпромКБ1,35.65,7.15,2028-02-15,2023-02-21,A,1000.0,5 years 1 months
1290,RU000A102SC8,ТМК 001P-02,ТМК 1P02,17.83,7.15,2024-02-17,2023-02-18,A,1000.0,1 years 1 months
455,RU000A0ZYYE3,Ростелеком ПАО 001P-04R,Ростел1P4R,35.65,7.15,2028-03-03,2023-03-10,A,1000.0,5 years 2 months
446,RU000A0ZYV04,Газпром капитал ООО БО-04,ГазпромКБ4,35.65,7.15,2028-02-15,2023-02-21,A,1000.0,5 years 1 months
445,RU000A0ZYUY9,Газпром капитал ООО БО-03,ГазпромКБ3,35.65,7.15,2028-02-15,2023-02-21,A,1000.0,5 years 1 months
1338,RU000A1030T7,Гор.Обл.Займ Москвы 73 в.,МГор73-об,35.9,7.2,2026-04-21,2023-04-25,A,1000.0,3 years 3 months
458,RU000A0ZZ117,Сбербанк ПАО БО 001Р-06R,СберБ БО6R,35.9,7.2,2023-05-19,2023-05-19,A,1000.0,4 months
368,RU000A0NNF76,ВЭБ.РФ ПБО-001Р-К390,ВЭБ1P-К390,2.76,7.2,2022-12-28,2022-12-28,A,1000.0,0 months
454,RU000A0ZYXV9,Газпром нефть БО 001Р-06R,Газпнф1P6R,35.9,7.2,2024-03-07,2023-03-09,A,1000.0,1 years 2 months
453,RU000A0ZYX69,Федерал пассажир комп 001Р-03,ФПК 1P-03,35.9,7.2,2028-02-23,2023-03-01,A,1000.0,5 years 2 months
661,RU000A100VQ6,ГМК Нор.никель БО-001P-01,НорНикБ1P1,35.9,7.2,2024-09-24,2023-03-28,A,1000.0,1 years 9 months
464,RU000A0ZZ4P9,РЖД БО 001Р-06R,РЖД 1Р-06R,36.15,7.25,2033-04-04,2023-04-17,A,1000.0,10 years 3 months
683,RU000A100YU2,Акрон (ПАО) БО-001P-03,Акрон Б1P3,36.15,7.25,2023-04-21,2023-04-21,A,1000.0,3 months
369,RU000A0NNF92,ВЭБ.РФ ПБО-001Р-К392,ВЭБ1P-К392,4.17,7.25,2023-01-11,2023-01-11,A,1000.0,0 months
450,RU000A0ZYWY5,Мобильные ТелеСистемы 001P-06,МТС 1P-06,36.15,7.25,2025-02-26,2023-03-01,A,1000.0,2 years 2 months
563,RU000A100733,АВТОБАН-Финанс АО БО-П02,АВТОБФ БП2,36.15,7.25,2024-03-19,2023-03-21,A,1000.0,1 years 2 months
713,RU000A1013P1,ВЭБ.РФ ПБО-001Р-18,ВЭБ1P-18,36.25,7.27,2026-11-17,2023-05-23,A,1000.0,3 years 10 months
1595,RU000A103Z23,ВЭБ.РФ ПБО-001Р-К367,ВЭБ1P-К367,4.19,7.28,2022-12-29,2022-12-29,A,1000.0,0 months
1936,XS0316524130,GAZ CAPITAL SA 7.28800 16/08/3,GAZPR-37,36.44,7.288,2037-08-16,2023-02-16,A,1000.0,14 years 7 months
1405,RU000A1037F1,АЛЬФА-БАНК Б2Р13,АЛЬФАБ2Р13,36.6,7.3,2024-12-10,2023-06-10,A,1000.0,1 years 11 months
1341,RU000A103117,МВ ФИНАНС 001Р-01,МВ ФИН 1Р1,36.4,7.3,2024-04-18,2023-04-20,A,1000.0,1 years 3 months
1460,RU000A103G75,Сбербанк ПАО 001Р-SBER32,Сбер Sb32R,36.4,7.3,2023-08-04,2023-02-03,A,1000.0,7 months
680,RU000A100YE6,ТрансКонтейнер ПБО-01,ТрансКо1P1,36.4,7.3,2024-10-16,2023-04-19,A,1000.0,1 years 9 months
479,RU000A0ZZ9R4,РЖД БО 001Р-07R,РЖД 1Р-07R,36.4,7.3,2033-05-26,2023-06-08,A,1000.0,10 years 5 months
367,RU000A0NNF68,ВЭБ.РФ ПБО-001Р-К389,ВЭБ1P-К389,5.6,7.3,2023-01-13,2023-01-13,A,1000.0,0 months
439,RU000A0ZYU05,РЖД БО 001Р-05R,РЖД 1Р-05R,36.4,7.3,2033-02-01,2023-02-14,A,1000.0,10 years 1 months
247,RU000A0JWUD1,ИКС 5 ФИНАНС 001P-01,ИКС5Фин1P1,36.4,7.3,2031-09-11,2023-03-23,A,1000.0,8 years 8 months
37,RU000A0JTS22,ПАО НК Роснефть обл.08,Роснефть08,36.4,7.3,2023-03-10,2023-03-10,A,1000.0,2 months
1395,RU000A1035Y6,ПАО ОТКРЫТИЕ ФК Банк БО-П08,ОткрФКБП08,36.4,7.3,2026-06-04,2023-06-08,A,1000.0,3 years 5 months
242,RU000A0JWTN2,Ростелеком ПАО 001P-01R,Ростел1P1R,36.4,7.3,2026-09-10,2023-03-16,A,1000.0,3 years 8 months
36,RU000A0JTS06,ПАО НК Роснефть обл.07,Роснефть07,36.4,7.3,2023-03-10,2023-03-10,A,1000.0,2 months
447,RU000A0ZYVU5,ПАО НК Роснефть 002P-05,Роснфт2P5,36.4,7.3,2028-02-18,2023-02-24,A,1000.0,5 years 1 months
